batch	source_language	id	type		Biased against Palestine	Biased against Israel	Biased against both Palestine and Israel	Biased against others	Unbiased	Not Applicable	Unclear		Propaganda	Not Propaganda	Not Applicable	Unclear
B03	Hebrew	183	MAIN		3	0	0	1	1	0	1		2	1	0	0
B03	Hebrew	190	MAIN		3	0	0	1	2	0	0		2	1	0	0
B03	Hebrew	201	MAIN		1	1	0	0	2	0	2		0	3	0	0
B03	Hebrew	206	MAIN		4	0	0	0	1	0	1		2	1	0	0
B03	Hebrew	223	MAIN		1	0	0	0	3	0	2		2	1	0	0
B03	Hebrew	232	MAIN		1	0	0	1	2	2	0		1	1	1	0
B03	Hebrew	233	MAIN		4	0	0	0	0	0	2		1	1	0	1
B03	Hebrew	241	MAIN		4	0	0	0	0	0	2		1	1	0	1
B03	Hebrew	249	MAIN		3	0	0	1	2	0	0		1	2	0	0
B03	Hebrew	250	MAIN		3	1	0	2	0	0	0		3	0	0	0
B03	Hebrew	266	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	267	MAIN		5	0	0	0	0	0	1		3	0	0	0
B03	Hebrew	268	MAIN		3	0	0	0	2	0	1		3	0	0	0
B03	Hebrew	271	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	273	MAIN		4	0	0	1	1	0	0		1	2	0	0
B03	Hebrew	281	MAIN		3	1	0	1	1	0	0		3	0	0	0
B03	Hebrew	285	MAIN		4	0	1	0	0	0	1		2	1	0	0
B03	Hebrew	287	MAIN		1	1	0	0	1	1	2		2	0	0	1
B03	Hebrew	290	MAIN		3	0	0	3	0	0	0		2	1	0	0
B03	Hebrew	291	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	293	MAIN		1	0	0	0	1	2	2		1	0	1	1
B03	Hebrew	295	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	306	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hebrew	316	MAIN		4	0	0	2	0	0	0		3	0	0	0
B03	Hebrew	324	MAIN		3	0	0	0	1	0	2		1	1	0	1
B03	Hebrew	326	MAIN		2	1	0	1	1	0	1		2	0	0	1
B03	Hebrew	337	MAIN		3	0	0	1	1	0	1		3	0	0	0
B03	Hebrew	341	MAIN		1	0	0	0	4	0	1		0	3	0	0
B03	Hebrew	362	MAIN		4	0	0	1	0	0	1		3	0	0	0
B03	Hebrew	371	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	382	MAIN		2	0	0	0	1	0	3		3	0	0	0
B03	Hebrew	406	MAIN		5	0	0	1	0	0	0		3	0	0	0
B03	Hebrew	417	MAIN		4	0	0	1	0	0	1		1	1	0	1
B03	Hebrew	424	MAIN		3	0	0	1	0	1	1		2	0	0	1
B03	Hebrew	453	MAIN		3	0	0	0	1	0	2		2	1	0	0
B03	Hebrew	484	MAIN		4	1	0	1	0	0	0		2	1	0	0
B03	Hebrew	639	MAIN		5	0	0	0	1	0	0		2	1	0	0
B03	Hebrew	709	MAIN		2	0	0	2	1	0	1		2	1	0	0
B03	Hebrew	722	MAIN		2	0	0	0	3	0	1		2	1	0	0
B03	Hebrew	745	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	768	MAIN		1	1	0	0	2	0	2		3	0	0	0
B03	Hebrew	820	MAIN		3	1	0	1	1	0	0		2	1	0	0
B03	Hebrew	856	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	891	MAIN		2	1	0	0	1	0	2		2	1	0	0
B03	Hebrew	1274	MAIN		0	0	0	0	5	0	1		1	2	0	0
B03	Hebrew	1276	MAIN		2	1	0	2	1	0	0		3	0	0	0
B03	Hebrew	1283	MAIN		1	0	0	0	4	0	1		2	1	0	0
B03	Hebrew	1284	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	1285	MAIN		1	0	0	0	2	1	2		1	1	0	1
B03	Hebrew	1286	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	1291	MAIN		4	0	0	0	1	0	1		3	0	0	0
B03	Hebrew	1294	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	1295	MAIN		4	0	0	1	0	0	1		2	0	0	1
B03	Hebrew	1297	MAIN		2	0	0	0	2	0	2		3	0	0	0
B03	Hebrew	1303	MAIN		2	0	0	1	2	0	1		3	0	0	0
B03	Hebrew	1306	MAIN		1	0	0	1	2	1	1		1	1	0	1
B03	Hebrew	1309	MAIN		3	0	0	1	1	0	1		3	0	0	0
B03	Hebrew	1310	MAIN		1	2	0	0	0	1	2		3	0	0	0
B03	Hebrew	1318	MAIN		4	0	0	0	1	0	1		3	0	0	0
B03	Hebrew	1325	MAIN		4	0	0	1	0	0	1		3	0	0	0
B03	Hebrew	1327	MAIN		3	0	0	1	1	1	0		2	0	1	0
B03	Hebrew	1328	MAIN		2	0	0	1	3	0	0		3	0	0	0
B03	Hebrew	1329	MAIN		4	0	0	1	0	0	1		3	0	0	0
B03	Hebrew	1337	MAIN		0	0	0	1	5	0	0		1	2	0	0
B03	Hebrew	1342	MAIN		0	0	0	0	5	0	1		1	2	0	0
B03	Hebrew	1350	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	1351	MAIN		2	0	0	1	2	0	1		3	0	0	0
B03	Hebrew	1352	MAIN		2	0	0	1	3	0	0		2	1	0	0
B03	Hebrew	1355	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	1358	MAIN		3	0	0	0	2	0	1		3	0	0	0
B03	Hebrew	1362	MAIN		3	0	0	0	1	1	1		3	0	0	0
B03	Hebrew	1366	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	1368	MAIN		3	0	0	0	1	1	1		3	0	0	0
B03	Hebrew	1369	MAIN		3	0	0	1	0	0	2		2	0	0	1
B03	Hebrew	4466	MAIN		1	0	0	1	3	0	1		2	1	0	0
B03	Hebrew	4469	MAIN		2	0	0	0	3	0	1		3	0	0	0
B03	Hebrew	4485	MAIN		2	0	0	1	2	0	1		3	0	0	0
B03	Hebrew	4499	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	4500	MAIN		3	0	0	2	1	0	0		3	0	0	0
B03	Hebrew	4503	MAIN		5	0	0	0	0	0	1		3	0	0	0
B03	Hebrew	4513	MAIN		3	0	0	1	2	0	0		2	1	0	0
B03	Hebrew	4518	MAIN		2	0	0	0	3	0	1		2	0	0	1
B03	Hebrew	4548	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	4549	MAIN		5	0	0	1	0	0	0		2	1	0	0
B03	Hebrew	4552	MAIN		3	0	0	0	2	0	1		3	0	0	0
B03	Hebrew	4555	MAIN		4	1	0	1	0	0	0		3	0	0	0
B03	Hebrew	4563	MAIN		2	0	0	1	2	0	1		1	1	0	1
B03	Hebrew	4568	MAIN		1	0	0	0	3	0	2		2	1	0	0
B03	Hebrew	4574	MAIN		5	0	0	1	0	0	0		3	0	0	0
B03	Hebrew	4577	MAIN		1	0	0	1	3	0	1		2	1	0	0
B03	Hebrew	4598	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	4725	MAIN		4	0	0	0	1	0	1		3	0	0	0
B03	Hebrew	4727	MAIN		1	0	0	1	4	0	0		2	1	0	0
B03	Hebrew	4737	MAIN		4	0	0	0	0	1	1		2	1	0	0
B03	Hebrew	4765	MAIN		1	1	0	0	2	0	2		2	1	0	0
B03	Hebrew	4800	MAIN		2	0	0	1	1	0	2		3	0	0	0
B03	Hebrew	4801	MAIN		4	0	0	0	1	0	1		2	1	0	0
B03	Hebrew	4807	MAIN		0	1	0	1	2	1	1		1	1	0	1
B03	Hebrew	4828	MAIN		4	0	0	1	0	0	1		3	0	0	0
B03	Hebrew	4841	MAIN		0	0	0	0	3	0	3		0	2	0	1
B03	Hebrew	4846	MAIN		2	0	0	0	2	0	2		2	1	0	0
B03	Hebrew	4853	MAIN		1	1	0	1	2	0	1		1	2	0	0
B03	Hebrew	4871	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	4896	MAIN		0	0	0	1	2	3	0		1	0	2	0
B03	Hebrew	4902	MAIN		3	0	0	0	1	0	2		3	0	0	0
B03	Hebrew	4903	MAIN		3	0	0	1	1	1	0		3	0	0	0
B03	Hebrew	4911	MAIN		2	0	0	0	1	0	3		2	0	0	1
B03	Hebrew	4923	MAIN		2	0	0	1	3	0	0		3	0	0	0
B03	Hebrew	4928	MAIN		2	0	0	1	2	0	1		2	1	0	0
B03	Hebrew	4981	MAIN		1	1	0	2	1	0	1		1	1	0	1
B03	Hebrew	5005	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	5009	MAIN		3	0	0	1	2	0	0		2	1	0	0
B03	Hebrew	5015	MAIN		4	0	0	1	1	0	0		3	0	0	0
B03	Hebrew	5021	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	5056	MAIN		1	1	0	0	3	0	1		1	2	0	0
B03	Hebrew	5064	MAIN		3	0	0	1	1	0	1		2	1	0	0
B03	Hebrew	5081	MAIN		3	1	0	1	0	0	1		2	0	0	1
B03	Hebrew	5101	MAIN		2	0	0	0	2	0	2		3	0	0	0
B03	Hebrew	5131	MAIN		2	0	0	0	2	1	1		2	1	0	0
B03	Hebrew	5138	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hebrew	5278	MAIN		3	0	0	0	1	0	2		2	1	0	0
B03	Hebrew	5374	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	5412	MAIN		4	0	0	0	1	0	1		2	1	0	0
B03	Hebrew	7275	MAIN		2	1	0	0	0	2	1		3	0	0	0
B03	Hebrew	7509	MAIN		3	0	0	1	1	0	1		3	0	0	0
B03	Hebrew	7794	MAIN		2	0	0	0	1	0	3		1	1	0	1
B03	Hebrew	10767	MAIN		4	0	0	1	0	0	1		2	0	0	1
B03	Hebrew	10771	MAIN		3	0	0	1	1	0	1		2	0	0	1
B03	Hebrew	10781	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	10784	MAIN		5	0	0	1	0	0	0		3	0	0	0
B03	Hebrew	10786	MAIN		4	0	0	0	0	0	2		3	0	0	0
B03	Hebrew	10791	MAIN		1	0	0	0	1	1	3		2	0	1	0
B03	Hebrew	10795	MAIN		1	1	0	2	2	0	0		1	2	0	0
B03	Hebrew	10805	MAIN		0	0	0	1	3	2	0		0	2	1	0
B03	Hebrew	10815	MAIN		3	0	0	1	2	0	0		2	1	0	0
B03	Hebrew	10828	MAIN		2	0	0	1	2	0	1		2	1	0	0
B03	Hebrew	10844	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	10858	MAIN		3	0	0	1	2	0	0		3	0	0	0
B03	Hebrew	10878	MAIN		2	0	0	1	1	1	1		3	0	0	0
B03	Hebrew	10902	MAIN		1	0	0	1	3	0	1		1	2	0	0
B03	Hebrew	10905	MAIN		3	0	0	0	1	0	2		2	1	0	0
B03	Hebrew	10906	MAIN		1	1	0	0	2	0	2		2	0	0	1
B03	Hebrew	10920	MAIN		2	0	0	1	3	0	0		2	1	0	0
B03	Hebrew	10931	MAIN		1	0	0	0	1	1	3		1	1	0	1
B03	Hebrew	10938	MAIN		0	0	0	2	3	0	1		1	1	0	1
B03	Hebrew	10943	MAIN		0	0	0	1	4	1	0		1	2	0	0
B03	Hebrew	10946	MAIN		2	0	0	1	2	0	1		2	1	0	0
B03	Hebrew	10948	MAIN		0	1	0	1	2	0	2		1	2	0	0
B03	Hebrew	10950	MAIN		1	1	0	3	1	0	0		1	2	0	0
B03	Hebrew	10952	MAIN		3	0	0	0	1	0	2		2	0	0	1
B03	Hebrew	10956	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	10961	MAIN		2	0	0	1	2	1	0		1	1	0	1
B03	Hebrew	11053	MAIN		0	0	0	0	4	1	1		0	3	0	0
B03	Hebrew	11173	MAIN		0	2	0	1	2	0	1		1	2	0	0
B03	Hebrew	11183	MAIN		1	1	0	1	1	1	1		2	1	0	0
B03	Hebrew	11197	MAIN		2	1	0	2	1	0	0		2	1	0	0
B03	Hebrew	11210	MAIN		4	0	0	0	1	0	1		2	1	0	0
B03	Hebrew	11217	MAIN		2	1	0	1	1	0	1		3	0	0	0
B03	Hebrew	11224	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hebrew	11264	MAIN		4	0	0	0	1	0	1		3	0	0	0
B03	Hebrew	11266	MAIN		1	0	0	0	1	3	1		1	0	2	0
B03	Hebrew	11277	MAIN		0	1	0	0	2	0	3		1	1	0	1
B03	Hebrew	11409	MAIN		2	0	0	1	2	0	1		2	1	0	0
B03	Hebrew	11433	MAIN		0	0	0	0	3	2	1		1	1	1	0
B03	Hebrew	11521	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hebrew	11607	MAIN		1	2	0	2	1	0	0		2	1	0	0
B03	Hebrew	11726	MAIN		0	0	0	1	4	0	1		0	2	0	1
B03	Hebrew	11762	MAIN		4	0	0	2	0	0	0		3	0	0	0
B03	Hebrew	11811	MAIN		0	0	0	1	4	0	1		1	2	0	0
B03	Hebrew	11971	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hebrew	12457	MAIN		0	0	0	1	3	2	0		1	1	1	0
B03	Hebrew	12512	MAIN		3	0	0	0	2	0	1		3	0	0	0
B03	Hindi	57	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	64	MAIN		3	1	0	0	2	0	0		1	2	0	0
B03	Hindi	67	MAIN		3	1	0	0	2	0	0		1	2	0	0
B03	Hindi	70	MAIN		2	0	1	0	3	0	0		1	2	0	0
B03	Hindi	77	MAIN		2	0	1	1	2	0	0		1	2	0	0
B03	Hindi	81	MAIN		4	0	0	1	1	0	0		2	1	0	0
B03	Hindi	83	MAIN		3	0	0	0	2	0	1		3	0	0	0
B03	Hindi	84	MAIN		2	0	0	2	1	1	0		2	1	0	0
B03	Hindi	93	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hindi	101	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	104	MAIN		2	0	0	0	2	1	1		1	1	0	1
B03	Hindi	108	MAIN		3	0	0	1	2	0	0		2	1	0	0
B03	Hindi	113	MAIN		0	0	1	1	3	1	0		1	2	0	0
B03	Hindi	114	MAIN		1	1	0	0	4	0	0		1	2	0	0
B03	Hindi	124	MAIN		2	0	0	0	4	0	0		1	2	0	0
B03	Hindi	135	MAIN		1	0	0	1	1	3	0		1	1	1	0
B03	Hindi	143	MAIN		0	0	0	0	4	0	2		0	3	0	0
B03	Hindi	151	MAIN		0	1	0	3	2	0	0		0	3	0	0
B03	Hindi	157	MAIN		1	1	0	0	4	0	0		0	3	0	0
B03	Hindi	160	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	165	MAIN		2	0	0	0	3	1	0		1	2	0	0
B03	Hindi	169	MAIN		3	2	0	0	1	0	0		2	1	0	0
B03	Hindi	172	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	188	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hindi	197	MAIN		1	0	0	0	4	0	1		1	2	0	0
B03	Hindi	200	MAIN		0	2	0	0	3	0	1		1	2	0	0
B03	Hindi	205	MAIN		3	1	0	1	1	0	0		3	0	0	0
B03	Hindi	362	MAIN		0	2	0	0	3	0	1		1	2	0	0
B03	Hindi	369	MAIN		3	0	1	0	2	0	0		2	1	0	0
B03	Hindi	376	MAIN		1	0	0	2	3	0	0		1	2	0	0
B03	Hindi	379	MAIN		1	0	2	0	3	0	0		1	2	0	0
B03	Hindi	386	MAIN		1	0	0	3	1	1	0		2	1	0	0
B03	Hindi	418	MAIN		0	0	0	0	4	0	2		0	3	0	0
B03	Hindi	426	MAIN		1	1	1	0	3	0	0		1	2	0	0
B03	Hindi	432	MAIN		1	1	0	0	2	0	2		1	2	0	0
B03	Hindi	436	MAIN		1	1	0	0	3	0	1		1	2	0	0
B03	Hindi	438	MAIN		1	1	0	2	2	0	0		1	2	0	0
B03	Hindi	453	MAIN		2	2	0	0	2	0	0		1	2	0	0
B03	Hindi	460	MAIN		1	1	0	0	4	0	0		1	2	0	0
B03	Hindi	463	MAIN		1	0	1	0	4	0	0		2	1	0	0
B03	Hindi	465	MAIN		1	0	0	0	3	1	1		1	1	0	1
B03	Hindi	488	MAIN		2	0	0	1	3	0	0		2	1	0	0
B03	Hindi	508	MAIN		4	0	0	0	2	0	0		1	2	0	0
B03	Hindi	514	MAIN		2	2	0	1	1	0	0		1	2	0	0
B03	Hindi	521	MAIN		1	0	0	0	5	0	0		0	3	0	0
B03	Hindi	525	MAIN		1	0	0	1	3	0	1		0	3	0	0
B03	Hindi	573	MAIN		1	2	0	0	3	0	0		1	2	0	0
B03	Hindi	918	MAIN		0	0	0	1	5	0	0		0	3	0	0
B03	Hindi	939	MAIN		4	0	0	0	2	0	0		3	0	0	0
B03	Hindi	953	MAIN		0	0	0	0	4	1	1		0	3	0	0
B03	Hindi	994	MAIN		0	0	0	1	4	0	1		0	3	0	0
B03	Hindi	997	MAIN		1	1	1	0	3	0	0		1	2	0	0
B03	Hindi	1100	MAIN		1	0	0	2	2	1	0		2	1	0	0
B03	Hindi	1139	MAIN		2	0	0	0	2	0	2		0	2	0	1
B03	Hindi	1224	MAIN		0	1	0	0	2	1	2		1	2	0	0
B03	Hindi	1245	MAIN		0	0	1	0	4	0	1		0	3	0	0
B03	Hindi	1259	MAIN		2	0	0	0	2	0	2		2	1	0	0
B03	Hindi	1271	MAIN		3	1	1	0	1	0	0		2	1	0	0
B03	Hindi	1273	MAIN		1	0	1	0	2	0	2		1	1	0	1
B03	Hindi	1277	MAIN		3	0	0	0	1	1	1		2	0	1	0
B03	Hindi	1280	MAIN		2	0	0	0	2	0	2		1	1	0	1
B03	Hindi	1281	MAIN		1	2	0	0	2	0	1		2	1	0	0
B03	Hindi	1285	MAIN		5	0	1	0	0	0	0		3	0	0	0
B03	Hindi	1288	MAIN		1	0	0	1	3	1	0		0	2	0	1
B03	Hindi	1291	MAIN		0	1	0	2	3	0	0		0	3	0	0
B03	Hindi	1293	MAIN		2	1	0	0	3	0	0		1	2	0	0
B03	Hindi	1294	MAIN		3	0	0	1	1	0	1		2	1	0	0
B03	Hindi	1296	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	1298	MAIN		0	0	1	0	4	0	1		0	2	0	1
B03	Hindi	1300	MAIN		3	1	0	0	1	0	1		2	1	0	0
B03	Hindi	1305	MAIN		4	2	0	0	0	0	0		3	0	0	0
B03	Hindi	1308	MAIN		2	0	0	0	3	0	1		1	2	0	0
B03	Hindi	1309	MAIN		0	1	0	0	2	2	1		1	2	0	0
B03	Hindi	1310	MAIN		2	1	0	0	2	0	1		2	1	0	0
B03	Hindi	1311	MAIN		4	0	0	0	1	0	1		3	0	0	0
B03	Hindi	1312	MAIN		0	0	0	0	5	0	1		0	3	0	0
B03	Hindi	1314	MAIN		0	1	0	0	4	0	1		1	2	0	0
B03	Hindi	1315	MAIN		2	3	0	0	1	0	0		2	1	0	0
B03	Hindi	1318	MAIN		2	0	0	1	2	0	1		1	2	0	0
B03	Hindi	1319	MAIN		3	1	0	0	1	0	1		3	0	0	0
B03	Hindi	1322	MAIN		3	1	1	0	1	0	0		2	1	0	0
B03	Hindi	1324	MAIN		3	1	1	0	1	0	0		2	1	0	0
B03	Hindi	1327	MAIN		2	2	0	0	1	0	1		2	1	0	0
B03	Hindi	1328	MAIN		0	3	0	0	2	0	1		1	2	0	0
B03	Hindi	1336	MAIN		3	0	1	0	2	0	0		2	1	0	0
B03	Hindi	1345	MAIN		4	0	0	0	2	0	0		1	2	0	0
B03	Hindi	1346	MAIN		0	0	1	0	5	0	0		0	3	0	0
B03	Hindi	1347	MAIN		0	0	0	2	2	0	2		0	3	0	0
B03	Hindi	1349	MAIN		2	1	1	1	1	0	0		2	1	0	0
B03	Hindi	1350	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	1351	MAIN		3	1	0	0	1	0	1		3	0	0	0
B03	Hindi	1352	MAIN		3	1	0	0	1	0	1		3	0	0	0
B03	Hindi	1355	MAIN		3	0	1	0	2	0	0		2	1	0	0
B03	Hindi	1357	MAIN		1	2	1	0	2	0	0		2	1	0	0
B03	Hindi	1360	MAIN		0	0	0	0	1	2	3		0	1	2	0
B03	Hindi	1361	MAIN		0	2	0	0	3	0	1		1	2	0	0
B03	Hindi	1364	MAIN		2	1	1	0	2	0	0		2	1	0	0
B03	Hindi	1369	MAIN		4	0	1	0	1	0	0		3	0	0	0
B03	Hindi	1374	MAIN		2	0	2	0	2	0	0		2	1	0	0
B03	Hindi	1376	MAIN		1	1	0	0	3	0	1		0	3	0	0
B03	Hindi	1378	MAIN		1	0	1	0	2	0	2		1	1	0	1
B03	Hindi	1381	MAIN		4	0	1	0	1	0	0		2	1	0	0
B03	Hindi	1382	MAIN		1	1	1	0	3	0	0		1	2	0	0
B03	Hindi	1384	MAIN		1	0	0	0	2	2	1		1	1	1	0
B03	Hindi	1385	MAIN		3	1	0	0	2	0	0		2	1	0	0
B03	Hindi	1387	MAIN		1	1	0	0	3	0	1		1	2	0	0
B03	Hindi	1389	MAIN		0	1	0	1	3	0	1		0	3	0	0
B03	Hindi	1392	MAIN		0	0	0	0	4	0	2		0	3	0	0
B03	Hindi	1393	MAIN		3	1	0	0	1	0	1		2	1	0	0
B03	Hindi	1394	MAIN		1	2	0	0	3	0	0		1	2	0	0
B03	Hindi	1396	MAIN		2	1	1	0	2	0	0		1	2	0	0
B03	Hindi	1397	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	1399	MAIN		3	1	0	0	2	0	0		2	1	0	0
B03	Hindi	1401	MAIN		4	0	0	0	2	0	0		1	2	0	0
B03	Hindi	1402	MAIN		0	3	0	0	2	0	1		2	1	0	0
B03	Hindi	1405	MAIN		3	0	0	1	2	0	0		1	2	0	0
B03	Hindi	1406	MAIN		2	2	0	0	2	0	0		3	0	0	0
B03	Hindi	1407	MAIN		0	1	1	0	2	2	0		1	1	1	0
B03	Hindi	1409	MAIN		0	2	1	0	2	0	1		2	1	0	0
B03	Hindi	1410	MAIN		2	0	0	0	4	0	0		2	1	0	0
B03	Hindi	1412	MAIN		0	2	0	0	3	0	1		2	1	0	0
B03	Hindi	1414	MAIN		1	1	0	0	4	0	0		2	1	0	0
B03	Hindi	1415	MAIN		1	1	0	0	3	0	1		2	1	0	0
B03	Hindi	1418	MAIN		3	0	1	0	2	0	0		1	2	0	0
B03	Hindi	1419	MAIN		2	1	0	0	1	0	2		2	1	0	0
B03	Hindi	1420	MAIN		1	0	0	0	4	0	1		2	1	0	0
B03	Hindi	1422	MAIN		1	2	0	0	2	0	1		2	1	0	0
B03	Hindi	1423	MAIN		0	1	0	0	4	0	1		0	3	0	0
B03	Hindi	1424	MAIN		2	1	0	1	1	0	1		2	1	0	0
B03	Hindi	1425	MAIN		2	0	0	0	4	0	0		1	2	0	0
B03	Hindi	1426	MAIN		0	0	0	0	5	0	1		0	3	0	0
B03	Hindi	1427	MAIN		3	1	0	0	1	0	1		2	1	0	0
B03	Hindi	1428	MAIN		3	0	1	0	2	0	0		2	1	0	0
B03	Hindi	1430	MAIN		0	3	0	0	2	0	1		1	2	0	0
B03	Hindi	1431	MAIN		0	1	1	0	2	0	2		0	2	0	1
B03	Hindi	1432	MAIN		0	0	0	0	5	0	1		0	3	0	0
B03	Hindi	1435	MAIN		1	0	0	2	2	0	1		2	1	0	0
B03	Hindi	1436	MAIN		4	0	0	0	2	0	0		2	1	0	0
B03	Hindi	1437	MAIN		2	0	2	0	2	0	0		1	2	0	0
B03	Hindi	1440	MAIN		0	0	0	1	3	1	1		1	2	0	0
B03	Hindi	1444	MAIN		2	2	0	0	2	0	0		2	1	0	0
B03	Hindi	1446	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	1450	MAIN		1	1	0	0	3	0	1		2	1	0	0
B03	Hindi	1452	MAIN		3	0	0	0	2	0	1		2	1	0	0
B03	Hindi	1453	MAIN		2	0	0	0	2	0	2		1	2	0	0
B03	Hindi	1456	MAIN		3	1	0	1	1	0	0		2	1	0	0
B03	Hindi	1459	MAIN		1	1	1	1	1	0	1		2	1	0	0
B03	Hindi	1463	MAIN		0	2	0	0	3	0	1		1	2	0	0
B03	Hindi	1471	MAIN		1	0	1	1	1	0	2		1	1	0	1
B03	Hindi	1476	MAIN		1	2	0	0	2	0	1		2	1	0	0
B03	Hindi	1477	MAIN		1	1	1	0	3	0	0		2	1	0	0
B03	Hindi	1517	MAIN		0	0	0	0	4	0	2		0	2	1	0
B03	Hindi	1609	MAIN		1	2	1	0	1	0	1		2	1	0	0
B03	Hindi	1629	MAIN		2	0	1	0	3	0	0		2	1	0	0
B03	Hindi	2375	MAIN		1	2	0	0	2	0	1		1	1	0	1
B03	Hindi	2678	MAIN		4	0	0	0	2	0	0		2	1	0	0
B03	Hindi	2705	MAIN		0	2	1	0	3	0	0		1	2	0	0
B03	Hindi	2714	MAIN		1	0	0	0	2	3	0		0	1	2	0
B03	Hindi	2724	MAIN		0	1	0	1	3	0	1		1	1	0	1
B03	Hindi	2741	MAIN		3	1	0	0	2	0	0		2	1	0	0
B03	Hindi	2744	MAIN		0	1	1	0	3	1	0		0	2	0	1
B03	Hindi	2762	MAIN		1	2	0	0	3	0	0		2	1	0	0
B03	Hindi	2867	MAIN		2	0	1	0	2	0	1		2	1	0	0
B03	Hindi	3155	MAIN		0	0	0	1	3	1	1		0	2	0	1
B03	Hindi	3241	MAIN		1	0	1	1	3	0	0		1	2	0	0
B03	Hindi	3404	MAIN		0	3	0	0	2	0	1		1	2	0	0
B03	Hindi	3501	MAIN		0	0	0	1	5	0	0		0	1	1	1
B03	Hindi	3541	MAIN		1	1	1	1	2	0	0		1	2	0	0
B03	Hindi	3542	MAIN		1	2	0	0	3	0	0		1	1	1	0
B03	Hindi	3647	MAIN		2	1	0	0	2	0	1		1	1	0	1
B03	Hindi	3681	MAIN		2	1	0	0	2	0	1		2	1	0	0
B03	Hindi	8816	MAIN		1	0	0	3	1	1	0		3	0	0	0
B03	Hindi	8925	MAIN		0	1	0	1	4	0	0		0	3	0	0
B03	Hindi	9099	MAIN		2	2	0	0	2	0	0		1	2	0	0
B03	Hindi	9168	MAIN		0	0	0	1	3	0	2		0	2	0	1
B03	Hindi	9284	MAIN		1	3	0	0	2	0	0		1	2	0	0
B03	Hindi	9322	MAIN		1	1	0	0	3	0	1		2	1	0	0
B03	Hindi	9436	MAIN		0	0	0	0	5	0	1		1	2	0	0
B03	Hindi	9613	MAIN		1	0	1	2	0	2	0		3	0	0	0
B03	Hindi	9760	MAIN		0	0	0	4	2	0	0		1	2	0	0
B04	English	138	MAIN		2	0	0	1	0	0	1		2	0	0	0
B04	English	139	MAIN		0	0	0	3	1	0	0		0	2	0	0
B04	English	148	MAIN		0	0	0	1	3	0	0		0	2	0	0
B04	English	172	MAIN		2	1	0	1	0	0	0		2	0	0	0
B04	English	177	MAIN		0	0	0	4	0	0	0		1	1	0	0
B04	English	182	MAIN		2	0	0	1	1	0	0		0	2	0	0
B04	English	186	MAIN		2	0	0	1	1	0	0		2	0	0	0
B04	English	188	MAIN		1	0	0	1	2	0	0		1	1	0	0
B04	English	196	MAIN		1	0	0	0	2	0	1		1	1	0	0
B04	English	197	MAIN		1	0	0	1	2	0	0		1	1	0	0
B04	English	200	MAIN		3	0	0	0	1	0	0		2	0	0	0
B04	English	202	MAIN		2	0	0	1	1	0	0		1	1	0	0
B04	English	206	MAIN		0	0	0	3	1	0	0		0	2	0	0
